
> my-app@0.1.0 dev
> next dev --hostname 0.0.0.0 --port 3000

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://0.0.0.0:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 913ms
 GET / 200 in 639ms (compile: 549ms, render: 90ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 28ms (compile: 1171µs, render: 27ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1598µs, render: 21ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1574µs, render: 30ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 24ms (compile: 2ms, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 35ms (compile: 1577µs, render: 34ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 35ms (compile: 1519µs, render: 34ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 35ms (compile: 5ms, render: 31ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1106µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 32ms (compile: 1117µs, render: 31ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 2ms, render: 21ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1304µs, render: 21ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 33ms (compile: 1623µs, render: 31ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 34ms (compile: 1864µs, render: 32ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 33ms (compile: 1120µs, render: 32ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 34ms (compile: 1445µs, render: 32ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 39ms (compile: 1278µs, render: 38ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 38ms (compile: 1039µs, render: 37ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 29ms (compile: 1008µs, render: 28ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1212µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 23ms (compile: 1731µs, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 25ms (compile: 1949µs, render: 23ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 24ms (compile: 2ms, render: 22ms)
 GET /pages/93b58fe3-0376-4bd9-85d0-17c87d836e79 200 in 41ms (compile: 1553µs, render: 39ms)
